sponsor_class,nct_id,brief_title,official_title,brief_summary,detailed_description,overall_status,why_stopped,start_date,completion_date,primary_completion_date,study_type,phases,allocation,intervention_model,masking,primary_purpose,enrollment_count,enrollment_type,interventions_json,interventions_types,interventions_names,is_success
INDUSTRY,NCT04202679,"Study of Dupilumab for the Treatment of Patients With Prurigo Nodularis, Inadequately Controlled on Topical Prescription Therapies or When Those Therapies Are Not Advisable (PRIME2)","A Randomized, Double Blind, Placebo-controlled, Multi-center, Parallel Group Study to Evaluate the Efficacy and Safety of Dupilumab in Patients With Prurigo Nodularis Who Are Inadequately Controlled on Topical Prescription Therapies or When Those Therapies Are Not Advisable","Primary Objective:

To demonstrate the efficacy of dupilumab on itch response in participants with prurigo nodularis (PN), inadequately controlled on topical prescription therapy or when those therapies are not advisable.

Secondary Objectives:

To demonstrate the efficacy of dupilumab on additional itch endpoints in participants with PN, inadequately controlled on topical prescription therapy or when those therapies are not advisable.

To demonstrate efficacy of dupilumab on skin lesions of PN. To demonstrate the improvement in health-related quality of life. To evaluate safety outcome measures. To evaluate immunogenicity of dupilumab.","The duration of study for each participant included 2-4 weeks of screening period, 24 weeks of treatment period and 12 weeks of post treatment period.",COMPLETED,,2020-01-16,2021-11-22,2021-08-30,INTERVENTIONAL,PHASE3,RANDOMIZED,PARALLEL,QUADRUPLE,TREATMENT,160,ACTUAL,"[{""name"": ""Dupilumab SAR231893"", ""type"": ""DRUG"", ""description"": ""Pharmaceutical form:Injection solution Route of administration: Subcutaneous"", ""mesh_terms"": [], ""other_ids"": []}, {""name"": ""Placebo"", ""type"": ""DRUG"", ""description"": ""Pharmaceutical form:Injection solution Route of administration: Subcutaneous"", ""mesh_terms"": [], ""other_ids"": []}, {""name"": ""Moisturizers"", ""type"": ""DRUG"", ""description"": ""Pharmaceutical form:\n\nRoute of administration: Topical"", ""mesh_terms"": [], ""other_ids"": []}, {""name"": ""Low to medium potent topical corticosteroids"", ""type"": ""DRUG"", ""description"": ""Pharmaceutical form:\n\nRoute of administration: Topical"", ""mesh_terms"": [], ""other_ids"": []}, {""name"": ""Topical calcineurin inhibitors"", ""type"": ""DRUG"", ""description"": ""Pharmaceutical form:\n\nRoute of administration: Topical"", ""mesh_terms"": [], ""other_ids"": []}]",DRUG;DRUG;DRUG;DRUG;DRUG,dupilumab sar231893;placebo;moisturizers;low to medium potent topical corticosteroids;topical calcineurin inhibitors,1
OTHER,NCT03027479,Skeletal Muscle Energy Metabolism in Women With Weight Loss and Ovarian and/or Endometrial Cancer With Weight Loss,Study of Differences in Skeletal Muscle Energy Metabolism Alterations in Women With Weight Loss and Ovarian and/or Endometrial Cancer Based on the Body Mass Index,the aim is to study skeletal muscle metabolism alterations métaboliques associated with weight loss in women with ovarian and/or endometrial cancer according to BMI.,,COMPLETED,,2017-03-01,2019-07-16,2019-07-16,INTERVENTIONAL,NA,NON_RANDOMIZED,PARALLEL,NONE,HEALTH_SERVICES_RESEARCH,70,ACTUAL,"[{""name"": ""Samples"", ""type"": ""OTHER"", ""description"": ""Blood samples, muscle biopsy, adipose tissue samples and ovarian cancer tumor sample"", ""mesh_terms"": [], ""other_ids"": []}]",OTHER,samples,1
OTHER,NCT05627479,MAGIK for Femoral/Tibial Shaft Fractures,"Muscle Trauma, ATP Depletion, and Glucose-Insulin-Potassium Therapy (The MAGIK Trial): A Randomized, Controlled Feasibility Study of GIK Therapy to Decrease Skeletal Muscle Injury in Trauma Patients With Femoral Shaft (OTA 32A-C) and Tibial Shaft (OTA 42A-C) Fractures","The purpose of this phase 2 randomized control trial will be to evaluate the effect of glucose-insulin-potassium (GIK) therapy in the setting of lower extremity trauma to reduce short- and long-term muscle damage, acute rhabdomyolysis, and acute kidney injury. The study will consist of 40 patients with femur or tibial shaft fractures randomized to the GIK arm (using a well-described systemic GIK protocol; n = 20) or the control arm (using isotonic saline; n = 20). The use of systemic GIK is expected to decrease the overall amount of lower extremity muscle cell death and result in improved muscle function in the postoperative period. Additionally, the investigators hypothesize that GIK will lead to less severe rhabdomyolysis and a concomitant decrease in the incidence of AKI that results from the byproducts of muscle cell death.",,WITHDRAWN,Withdrawn due to lack of funding.,2024-12-01,2027-01-01,2026-01-01,INTERVENTIONAL,PHASE2,RANDOMIZED,PARALLEL,NONE,TREATMENT,0,ACTUAL,"[{""name"": ""GIK solution"", ""type"": ""DRUG"", ""description"": ""Therapy cocktail of Glucose, Insulin and Potassium. The medications will be prepared as per standard protocol. Administered intravenously."", ""mesh_terms"": [], ""other_ids"": []}, {""name"": ""Isotonic Normal Saline Solution"", ""type"": ""DRUG"", ""description"": ""Placebo injection - administered intravenously."", ""mesh_terms"": [], ""other_ids"": []}]",DRUG;DRUG,gik solution;isotonic normal saline solution,0
OTHER,NCT02598479,A Quality of Life Study Using Insulin Potentiation Targeted LowDose (IPTLD) Chemotherapy and Nutrition Therapy in the Treatment of Cancer,The IPTLD QoL Broad Study A Quality of Life Study Using Insulin Potentiation Targeted LowDose (IPTLD) Chemotherapy and Nutrition Therapy in the Treatment of Cancer,The IPTLD QoL Broad Study.,A Quality of Life Study Using Insulin Potentiation Targeted LowDose (IPTLD) Chemotherapy and Nutrition Therapy in the Treatment of Cancer.,WITHDRAWN,The IRB which was overseeing the study stopped overseeing it,2015-11,2018-08,2018-08,OBSERVATIONAL,unknown,,,,,0,ACTUAL,"[{""name"": ""IPTLD and nutrition therapy"", ""type"": ""OTHER"", ""description"": ""The measurement of Quality of Life in patients who choose to use Insulin Potentiation Low Dose Therapy and Nutritional Therapy in the treatment of cancer"", ""mesh_terms"": [], ""other_ids"": []}]",OTHER,iptld and nutrition therapy,0
OTHER,NCT03858179,Effects of Photobiomodulation Therapy in Strength Training and Detraining in Humans,Effects of Photobiomodulation Therapy in Strength Training and Detraining in Humans,"In last years it has been demonstrated that photobiomodulation therapy (PBMT) has ergogenic effects, improving muscular performance and accelerating post-exercise recovery. However, many aspects related to these effects and its' clinical applicability remain unknown. Therefore, the aim of this project is to evaluate the ergogenic effects of PBMT in detraining after a strength training protocol.","It will be carried out a randomized, triple-blind, placebo-controlled trial.

Forty-eight volunteers will be randomly allocated to four experimental groups:

1. PBMT before the strength training sessions and PBMT during the detraining period;
2. PBMT before the strength training sessions and placebo during the detraining period;
3. Placebo before the strength training sessions and PBMT during the detraining period;
4. Placebo before the strength training sessions and placebo during the detraining period .

The individuals randomly allocated to the different groups will be subjected to 12 consecutive weeks of dynamic strength training involving leg-press and knee extension exercises in leg-press and leg-extension machines, respectively, 2 times a week.After the 12-week training period, the volunteers will receive the application of PBMT or placebo depending on the group to which they are allocated for 4 weeks (2 times a week) without training.

The data will be collected by a blind assessor. It will be analyzed the muscular strength and the structural properties of quadriceps before starting the study (baseline), at 4, 8, and 12 weeks after starting the training period, and at 4 weeks after completing the training (detraining period), in both lower limbs.

The findings will be tested for their normality using the Shapiro-Wilk test. Parametric data will be expressed as mean and standard deviation and non-parametric data as median and respective upper and lower limits. Parametric data will be analyzed by two-way repeated measures analysis of variance (ANOVA; time versus experimental group) with post-hoc Bonferroni correction. Non-parametric data will be analyzed using the Friedman test and, secondarily, the Wilcoxon signed-rank test. Data will be analyzed in terms of both their absolute values and their relationship to the percentage change based on the values established in the baseline tests. The significance level will be set at p\<0.05.",COMPLETED,,2019-03-25,2022-05-13,2022-05-13,INTERVENTIONAL,NA,RANDOMIZED,PARALLEL,QUADRUPLE,PREVENTION,40,ACTUAL,"[{""name"": ""PBMT"", ""type"": ""DEVICE"", ""description"": ""PBMT will be applied bilaterally using the direct contact method with light pressure on the skin to 6 sites of the anterior thigh (2 medial, 2 lateral, and 2 central). A 12-diode cluster, with 4 905-nm laser diodes (12.5W peak power for each diode), 4 875-nm LED diodes (17.5 mW mean power for each diode), and 4 640-nm LED diodes (15 mW mean power for each diode), manufactured by Multi Radiance Medical® (Solon, OH, USA), will be used to apply the PBMT. The dose used for applications during the training and/or detraining periods will be 30 Joules (J) per site (180 J per thigh). PBMT will be applied before each workout and during the detraining period, depending on the group to which the volunteers are allocated."", ""mesh_terms"": [], ""other_ids"": []}, {""name"": ""Placebo"", ""type"": ""DEVICE"", ""description"": ""Placebo PBMT will be applied bilaterally using the direct contact method with light pressure on the skin to 6 sites of the anterior thigh (2 medial, 2 lateral, and 2 central). The placebo PBMT will per performed using the dose of 0 J per diode. The sounds and signals emitted from the device as well as the information displayed on the screen will be identical, regardless of the type of treatment (active or placebo). Placebo PBMT will be applied before each workout and during the detraining period, depending on the group to which the volunteers are allocated."", ""mesh_terms"": [], ""other_ids"": []}]",DEVICE;DEVICE,pbmt;placebo,1
OTHER,NCT04614779,Long-term Clinical Study of CN128 in Thalassemia Patients,Phase IIa Clinical Study to Assess the Safety and Efficacy of CN128 Tablets in the Treatment of Iron Overload in Transfusion Dependent Thalassemia Patients Aged 16 and Above,"1. Primary objectives:

   • To evaluate the safety and efficacy of long-term orally administration of CN128 in thalassaemia patients with blood transfusion dependent and aged 16 and above.
2. Design:

   * The study is designed as a single arm and opened phase IIa clinical trial, so as to investigate the safety and efficacy of CN128.
   * A total of 50 eligible subjects are planned to be enrolled, and orally administration of CN128 for 24 weeks or 48 weeks according to the administration plan. The treatment period is from day 0 to 24 weeks, and the extended treatment period was from 25 weeks to 96 weeks.
   * Subjects' medication status, uncomfortable symptoms, concomitant medication or non-drug therapy were recorded daily.
3. Subject inclusion criteria:

   * Thalassemia patients.
   * The number of blood transfusion per month ≥1. Or hemoglobin can not be maintained at 90g/L above, if blood transfusions is less than once per month.
   * Serum ferritin ≥ 500 µg/L
   * Patients aged 16 and above
   * Volunteer for the trial and sign the informed consent.
4. Subject exclusion criteria:

   * Active hepatitis B (HBsAg positive, HBsAb negative) or hepatitis C (HCV antibody positive, detectable HCV RNA, and alanine transaminase (ALT) beyond normal range)
   * Active gastrointestinal disease history (including: gastric ulcer, duodenal ulcer, stomach or esophageal varices, ulcerative colitis, Crohn's disease, gastrointestinal cancer, familial genetic multiple intestinal polyps), and History of gastrointestinal perforation, gastrointestinal surgery that influence drug absorption, and other potential intestinal complications considered by researchers;
   * ALT or Aspartate transaminase (AST) \> 2.5 × Upper limit of normal (ULN), or serum creatinine \> 1.5 × ULN;
   * Neutropenia patient (neutrophil count \< 1.5 × 109 / L);
   * Active infection uncontrolled;
   * The patients who are currently taking CYP3A strong inducer or strong inhibitor drugs, or the drug that may extend the QT interval, or the drug that may decrease neutrophil count, but can not temporarily interrupt the use of such drugs;
   * Congenital long QT syndrome or known family history of long QT syndrome; QTc \> 480 ms; clinically significant ventricular or atrial fast arrhythmia;
   * The patients who can not accept MRI as detection means, such as claustrophobic for MRI, pacemaker, and those using ferromagnetic metal implants.
   * Birth planner (including male subjects) within or within 3 months after the end of the trial;
   * Participated in other clinical trials in the three months before taking the test preparation, except for non-interventional studies;
   * Pregnant or lactating women;
   * Unsuitable to participate in the trial considered by the researchers.
5. Usage:

   * All subjects will be given the lower (10 mg/kg bw, bid) or higher dose (15 mg/kg bw, bid) for 24 or 48 weeks, according to the administration plan.
   * All subjects will be given the lower (15 mg/kg bw, bid) or higher dose (20 mg/kg bw, bid) for 49 or 96 weeks, according to the administration plan.
6. Safety assessments:

   Safety evaluations include adverse events, adverse reactions, severe adverse events, and severe adverse reactions; growth (weight, height); total and free testosterone in men, follicle-generating hormone and luteinizing hormone in women; vital signs and electrocardiogram; hearing, laboratory tests (blood routine analytes, blood biochemistry, coagulation function, thyroid and para-thyroid function, urine routine analytes.), urine pregnancy test (women of childbearing age),Levels of drug exposure during the study.
7. Efficacy assessments:

   Efficacy evaluations include serum ferritin, liver iron content (MRI R2) and cardiac iron content (MRI T2\*).
8. Statistics:

   * Subject characteristic distribution Demographic characteristics, general conditions, and baseline conditions (pre-treatment) of enrolled subjects were analyzed.The measurement data are described by means, standard deviation, minimum value and maximum value, while the qualitative data list frequency and percentage.
   * Safety analysis Descriptive statistical analysis was used for safety endpoints.
   * Effectiveness analysis Mean, standard deviation, median, minimum and maximum values were described and 95% confidence intervals were calculated. Paired T-test was used to compare each time point with the baseline if necessary. The 95% confidence interval was calculated by using Clopper-Pearson method for the proportion of patients.","Clinical Trial - IIa - Study Description - Detailed Description

1. Primary objectives:

   * To evaluate the adverse events, adverse reactions, severe adverse events and severe adverse reactions during the study period, so as to investigate the safety;
   * To evaluate the changes of serum ferritin over time after orally administration of CN128 in thalassaemia patients with blood transfusion dependent and aged 16 and above, so as to investigate the efficacy;
   * To evaluate the effect on iron excretion in liver after orally administration of CN128 for 12, 24 weeks in thalassaemia patients with blood transfusion dependent and aged 16 and above, so as to investigate the efficacy;
   * To evaluate the effect on iron excretion in heart after orally administration of CN128 for 12, 24 weeks in thalassaemia patients with blood transfusion dependent and aged 16 and above, so as to investigate the efficacy;
   * To evaluate the proportion of patients with decreased or unchanged liver iron content after orally administration of CN128 for 12, 24 weeks in thalassaemia patients with blood transfusion dependent and aged 16 and above, so as to investigate the efficacy;
   * To evaluate the safety and efficacy of long-term orally administration of CN128 in thalassaemia patients with blood transfusion dependent and aged 16 and above.
2. Design:

   * The study is designed as a single arm and opened phase IIa clinical trial, so as to investigate the safety and efficacy of CN128.
   * A total of 50 eligible subjects are planned to be enrolled, and orally administration of CN128 for 24 weeks or 48 weeks according to the administration plan. The treatment period is from day 0 to 24 weeks, and the extended treatment period was from 25 weeks to 96 weeks.
   * Administration plan:

   (1)0 day\~48 weeks： The trial will start with the lower dose of CN128 (10 mg/kg body weight \[bw\], bid) for two weeks, then the subjects will return to the study center. If no unacceptable toxicity associated with CN128 is found, the subjects will be given the higher dose (15 mg/kg body weight \[bw\], bid). If unacceptable toxicity associated with CN128 is found, the subjects will be suspended or stopped administration. If the adverse event turns to normal or abnormal but no clinical significance after suspension administration, the subjects will be given the lower dose of CN128 (10 mg/kg body weight \[bw\], bid).

   After taking CN128 at 15 mg/kg, if unacceptable toxicity associated with CN128 is found, the dosage will be reduce to 10 mg/kg. If no symptoms appear, the dose can be increased to 15 mg/kg. If the unacceptable toxicity related to CN128 still occurs, the subjects will be suspended or stopped administration. If the adverse event turns to normal or abnormal but no clinical significance after suspension administration, the subjects will be given the lower dose of CN128 (10 mg/kg body weight \[bw\], bid). The dose will be assessed once every two or four weeks.

   Subjects' medication status, uncomfortable symptoms, concomitant medication or non-drug therapy were recorded daily.

   (2)49 weeks\~96 weeks： Subjects who have completed 48 weeks of treatment may continue dosing at the original dose until the end of the study or withdraw early if they do not experience intolerable toxicity associated with CN128 tablets and have fair efficacy (≥20% elevation on MRI T2\*) and if, in the judgment of the investigator, the benefits outweigh the risks.

   Subjects who have completed 48 weeks of treatment, who have not experienced intolerable toxicity associated with CN128 tablets, but who have been assessed by the investigator as having poor efficacy (\<20% elevation of MRI T2\*) and in the judgment of the investigator the benefit outweighs the risk, may, with the subject's consent, have the dosage increased at the additional visit or the established most recent visit to 15 mg/kg in the morning and 20 mg/kg in the evening, with an assessment made at 2 weeks of dosing：

   If no relevant intolerable toxicity occurs, the dose may continue to be increased to 20 mg/kg bid and assessed after 2 weeks of dosing:
   1. If no relevant intolerable toxicity occurs, the 20 mg/kg bid dose may be administered until the end of the study or early withdrawal (daily dose 40 mg/kg/d);
   2. If relevant intolerable toxicity occurs, the dose may be reduced to 15 mg/kg in the morning and 20 mg/kg bid in the evening until the end of the study or early withdrawal (daily dose 35 mg/kg/d).

   If relevant intolerable toxicity occurs, the dose may be reduced to 15 mg/kg bid until the end of the study or early withdrawal (daily dose 30 mg/kg/d).
3. Subject inclusion criteria:

   * Thalassemia patients.
   * The number of blood transfusion per month ≥1. Or hemoglobin can not be maintained at 90g/L above, if blood transfusions is less than once per month.
   * Serum ferritin ≥ 500 µg/L
   * Patients aged 16 and above
   * Volunteer for the trial and sign the informed consent.
4. Subject exclusion criteria:

   * Active hepatitis B (HBsAg positive, HBsAb negative) or hepatitis C (HCV antibody positive, detectable HCV RNA, and ALT beyond normal range)
   * Active gastrointestinal disease history (including: gastric ulcer, duodenal ulcer, stomach or esophageal varices, ulcerative colitis, Crohn's disease, gastrointestinal cancer, familial genetic multiple intestinal polyps), and History of gastrointestinal perforation, gastrointestinal surgery that influence drug absorption, and other potential intestinal complications considered by researchers;
   * ALT or AST \> 2.5 × ULN, or serum creatinine \> 1.5 × ULN;
   * Neutropenia patient (neutrophil count \< 1.5 × 109 / L);
   * Active infection uncontrolled;
   * The patients who are currently taking CYP3A strong inducer or strong inhibitor drugs, or the drug that may extend the QT interval, or the drug that may decrease neutrophil count, but can not temporarily interrupt the use of such drugs;
   * The patients who are allergic or contraindicated to the main ingredients or excipients of CN128 tablets;
   * Congenital long QT syndrome or known family history of long QT syndrome; QTc \> 480 ms; clinically significant ventricular or atrial fast arrhythmia;
   * The patients who can not accept MRI as detection means, such as claustrophobic for MRI, pacemaker, and those using ferromagnetic metal implants;
   * Birth planner (including male subjects) within or within 3 months after the end of the trial;
   * Participated in other clinical trials in the three months before taking the test preparation, except for non-interventional studies;
   * Pregnant or lactating women;
   * Unsuitable to participate in the trial considered by the researchers.
5. Usage:

   All subjects will be given the lower (10 mg/kg bw, bid) or higher dose (15 mg/kg bw, bid) for 24 or 48 weeks, according to the administration plan.

   All subjects will be given the lower (15 mg/kg bw, bid) or higher dose (20 mg/kg bw, bid) for 49 or 96 weeks, according to the administration plan.
6. Safety assessments:

   Safety evaluations include adverse events, adverse reactions, severe adverse events, and severe adverse reactions; growth (weight, height); total and free testosterone in men, follicle-generating hormone and luteinizing hormone in women; vital signs and electrocardiogram; hearing, laboratory tests (blood routine analytes, blood biochemistry, coagulation function, thyroid and para-thyroid function, urine routine analytes.), urine pregnancy test (women of childbearing age),Levels of drug exposure during the study.
7. Efficacy assessments:

   Efficacy evaluations include serum ferritin, liver iron content (MRI R2) and cardiac iron content (MRI T2\*).
8. Statistics:

   * Subject characteristic distribution Demographic characteristics, general conditions, and baseline conditions (pre-treatment) of enrolled subjects were analyzed.The measurement data are described by means, standard deviation, minimum value and maximum value, while the qualitative data list frequency and percentage.
   * Safety analysis Descriptive statistical analysis was used for safety endpoints. Summarize the incidence of adverse events, adverse reactions, adverse events leading to withdrawal from the trial, adverse events leading to death, severe adverse events, and severe adverse reactions. The incidence is calculated by subsystem, symptom/sign. Severity of adverse events and adverse reactions: if multiple adverse events occur in the same subject, the most serious one is included in the analysis; if different adverse events occurred in the same subject, the most severe adverse events were counted in the analysis. Drug exposure during the study: describe medication compliance during the study, actual dose, administration adjustments during the study, whether the study was discontinued, and reasons for the suspension.
   * Effectiveness analysis Mean, standard deviation, median, minimum and maximum values were described and 95% confidence intervals were calculated. Paired T-test was used to compare each time point with the baseline if necessary. The 95% confidence interval was calculated by using Clopper-Pearson method for the proportion of patients.",COMPLETED,,2020-09-30,2022-08-18,2022-08-18,INTERVENTIONAL,PHASE2,NA,SINGLE_GROUP,NONE,TREATMENT,18,ACTUAL,"[{""name"": ""CN128 Tablets"", ""type"": ""DRUG"", ""description"": ""Iron chelator, oral tablets"", ""mesh_terms"": [], ""other_ids"": []}]",DRUG,cn128 tablets,1
OTHER,NCT03435679,One-stage Versus Two-stage Revision of the Infected Knee Arthroplasty,One-stage Versus Two-stage Revision of the Infected Knee Arthroplasty. a Randomized Controlled Multicenter Trial.,"This study investigates functional outcome and safety after one-stage versus two-stage revision of the infected knee arthroplasty.

Half of participants are treated with a one-stage surgical procedure, while the other half is treated with a two-stage procedure.

The investigators hypothesize that the functional outcome and quality of life of the participants is superior after one-stage surgery compared to two-stage surgery.","A two-stage approach is the standard surgical procedure in the treatment of the chronically infected knee arthroplasty, but promising results have been reported after a one-stage approach from single-centre studies.

The potential benefits for the patients treated with a one-stage approach are many as they only have to go through surgery and rehabilitation once with shorter total length of hospital stay. However, no randomized controlled trials comparing outcome after the procedures have been performed so far.",ACTIVE_NOT_RECRUITING,,2018-03-01,2026-11-18,2025-11-18,INTERVENTIONAL,NA,RANDOMIZED,PARALLEL,NONE,TREATMENT,97,ACTUAL,"[{""name"": ""one-stage"", ""type"": ""PROCEDURE"", ""description"": ""one-stage surgery"", ""mesh_terms"": [], ""other_ids"": []}, {""name"": ""two-stage"", ""type"": ""PROCEDURE"", ""description"": ""two-stage surgery"", ""mesh_terms"": [], ""other_ids"": []}]",PROCEDURE;PROCEDURE,one-stage;two-stage,0
OTHER,NCT02824679,Effect of Intravenous Hyoscine Butylbromide Injection on First Stage Labour in Primigavidae,Effect of Intravenous Hyoscine Butylbromide Injection on the Course and Duration of First Stage of Labour in Primigavidae,"A case control study conducted on 120 women coming to Cairo University Maternity Hospital .Patients who meet the inclusion criteria were asked to participate in the study and a verbal consent was obtained from each patient. Patients will be divided into three equal groups (A, B, C). A single dose of the drug (placebo or HBB 20mg or HBB 40 mg) will be injected intravenously slowly to groups A, B, C respectively. Labouring mothers will be monitored in bed. Vaginal examination will be conducted every two hours. The duration of the first stage was calculated from the time of cervical dilatation of three to four centimeters in active labour until a fully dilated cervix will be observed","A case control study conducted on 120 women coming to Cairo University Maternity Hospital .Patients who meet the inclusion criteria were asked to participate in the study and a verbal consent was obtained from each patient. Patients will be divided into three equal groups (A, B, C). A single dose of the drug (placebo or HBB 20mg or HBB 40 mg) will be injected intravenously slowly to groups A, B, C respectively. Labouring mothers will be monitored in bed. Vaginal examination will be conducted every two hours. The duration of the first stage was calculated from the time of cervical dilatation of three to four centimeters in active labour until a fully dilated cervix will be observed",COMPLETED,,2015-07,2017-03,2016-12,INTERVENTIONAL,PHASE4,RANDOMIZED,PARALLEL,TRIPLE,TREATMENT,200,ACTUAL,"[{""name"": ""hyoscine butylbromide"", ""type"": ""DRUG"", ""description"": ""20 - 40 mg of hyoscine butylbromide is given intravenously during the first stage of labor"", ""mesh_terms"": [], ""other_ids"": []}, {""name"": ""saline"", ""type"": ""DRUG"", ""description"": ""0.9%normal saline"", ""mesh_terms"": [], ""other_ids"": []}]",DRUG;DRUG,hyoscine butylbromide;saline,1
INDUSTRY,NCT04960579,P-BCMA-ALLO1 Allogeneic CAR-T Cells in the Treatment of Subjects With Multiple Myeloma,"Open-Label, Multicenter, Phase 1 Study to Assess the Safety of P-BCMA-ALLO1 in Subjects With Relapsed / Refractory Multiple Myeloma (MM)","Phase 1 study comprised of open-label, dose escalation, multiple cohorts of P-BCMA-ALLO1 allogeneic T stem cell memory (Tscm) CAR-T cells in subjects with relapsed / refractory Multiple Myeloma (RRMM).","Phase 1/1b study: Phase 1 Part 1 is a weight-based dose escalation following a 3+3 design of dose-escalating cohorts. Phase 1 Part 2 includes administration at fixed doses. After enrollment, subjects may receive a lymphodepletion therapy regimen before administration of allogeneic CAR-T cells, administered as a single or multiple dose(s). Treated subjects will undergo serial measurements of safety, tolerability and response. Rimiducid may be administered as indicated. Phase 1b of the study will undergo further expansion of cohorts/arms from Phase 1 Parts 1 or 2 or an intermediate dose between cohort levels.",RECRUITING,,2022-05-05,2039-12,2027-12,INTERVENTIONAL,PHASE1,NON_RANDOMIZED,SINGLE_GROUP,NONE,TREATMENT,231,ESTIMATED,"[{""name"": ""P-BCMA-ALLO1 CAR-T cells"", ""type"": ""BIOLOGICAL"", ""description"": ""Allogeneic BCMA-targeted chimeric antigen receptor (CAR) T-cell therapy"", ""mesh_terms"": [], ""other_ids"": []}, {""name"": ""Rimiducid"", ""type"": ""DRUG"", ""description"": ""Safety switch activator"", ""mesh_terms"": [], ""other_ids"": []}]",BIOLOGICAL;DRUG,p-bcma-allo1 car-t cells;rimiducid,0
OTHER,NCT06902779,Evaluation of the Impact of a Collaboration Between Hospital and Community Pharmacists at Hospital Discharge,Enhanced Collaboration Between Hospital and Community Pharmacists to Improve the Hospital Discharge Process,"The aim of this study is to evaluate the impact of an enhanced collaboration between a hospital pharmacist and a community pharmacist during hospital discharge. For patients taking multiple medications, hospitalization often involves numerous changes to their treatment regimen. For community pharmacies, discharge prescriptions are often complex, and they sometimes lack the information that pharmacists need to deliver the treatment as safely as possible. As a result, there is a risk of medication errors, and a risk for patients. We aim to evaluate the benefits of this collaboration for adult patients admitted to the internal medicine ward of a regional hospital who are taking seven or more drugs and are being discharged to home.

The main question it aims to answer is : Does the enhanced collaboration reduce the number of drug-related problems encountered by community pharmacists with discharge prescriptions ? Researchers will compare patients when a hospital pharmacist is involved during the discharge process and when he or she is not involved, which corresponds to normal care.

The hospital pharmacist will not perform the intervention directly on the patient, but only with the community pharmacy. Once they agree to participate in the study, patients will only have to go to their usual community pharmacy after discharge and accept that the hospital transmits medical information to their usual pharmacy.",,NOT_YET_RECRUITING,,2025-07-01,2026-07-01,2026-01-01,INTERVENTIONAL,NA,RANDOMIZED,PARALLEL,NONE,SUPPORTIVE_CARE,150,ESTIMATED,"[{""name"": ""Support of the hospital pharmacist for the medication management at hospital discharge"", ""type"": ""OTHER"", ""description"": ""1) The hospital pharmacist calls the community pharmacy the day before discharge to order unusual or specific medications 2) The day of discharge, the hospital pharmacist performs a medication reconciliation in collaboration with the hospital physician 3) Once completed, the discharge prescription is sent to the community pharmacy before the patient is discharged. 4) The hospital pharmacist calls the community pharmacy to provide additional information about the patient and the prescription and to answer any questions. Additional information will help the community pharmacist to understand the prescription : administrative data, clinical data, medication-related information, patient follow-up and patient concerns."", ""mesh_terms"": [], ""other_ids"": []}]",OTHER,support of the hospital pharmacist for the medication management at hospital discharge,0
INDUSTRY,NCT00838279,"Lamotrigine 25 mg Chewable Tablets, Fasting","Randomized, 2-Way Crossover, Bioequivalence Study of Lamotrigine 25 mg Chewable Dispersible Tablets and Lamictal® 25 mg Chewable Dispersible Tablets in Healthy Subjects Under Fasting Conditions",The objective of this study is to compare the rate and extent of absorption of lamotrigine 25 mg chewable dispersible tablets (test) versus Lamictal® (reference) administered as 2 x 25 mg chewable dispersible tablets under fasting conditions.,"Criteria for Evaluation: FDA Bioequivalence Criteria

Statistical Methods: FDA bioequivalence statistical methods",COMPLETED,,2002-02,2002-03,2002-03,INTERVENTIONAL,PHASE1,RANDOMIZED,CROSSOVER,NONE,OTHER,32,ACTUAL,"[{""name"": ""Lamotrigine 25 mg Chewable Tablets"", ""type"": ""DRUG"", ""description"": ""2 x 25 mg, single-dose fasting"", ""mesh_terms"": [], ""other_ids"": []}, {""name"": ""Lamictal® 25 mg Chewable Tablets"", ""type"": ""DRUG"", ""description"": ""2 x 25 mg, single-dose fasting"", ""mesh_terms"": [], ""other_ids"": []}]",DRUG;DRUG,lamotrigine 25 mg chewable tablets;lamictal® 25 mg chewable tablets,1
