nct_id,overall_status,phase,intervention_names,condition_mesh,study_type,sponsor,enrollment_count,start_date,completion_date,primary_completion_date,gender,min_age,max_age,allocation,masking
NCT00281684,COMPLETED,PHASE2,,,INTERVENTIONAL,,145.0,2005-12-07,2007-10-03,2007-10-03,,18 Years,50 Years,RANDOMIZED,
NCT04862884,UNKNOWN,PHASE1,,,INTERVENTIONAL,,50.0,2021-05-03,2021-09-24,2021-09-03,,18 Years,55 Years,RANDOMIZED,TRIPLE
NCT05459584,COMPLETED,NA,,,INTERVENTIONAL,,24.0,2022-08-01,2023-10-31,2023-08-31,,55 Years,99 Years,RANDOMIZED,SINGLE
NCT02829684,RECRUITING,,,,OBSERVATIONAL,,500.0,2009-03,2026-12,2025-12,,,,,
NCT04281784,COMPLETED,NA,,,INTERVENTIONAL,,2512.0,2020-04-23,2022-09-26,2021-04-26,,18 Years,,RANDOMIZED,SINGLE
NCT03971084,UNKNOWN,NA,,,INTERVENTIONAL,,14.0,2021-10,2022-12,2022-06,,18 Years,55 Years,RANDOMIZED,QUADRUPLE
NCT03750084,UNKNOWN,,,,OBSERVATIONAL,,400.0,2019-01-07,2020-12-31,2020-11-15,,,,,
NCT03470584,COMPLETED,,,,OBSERVATIONAL,,18064.0,2005-03-01,2014-12-31,2005-12-30,,18 Years,,,
NCT01173484,TERMINATED,,,,OBSERVATIONAL,,15.0,2010-06,2011-08,2011-08,,16 Years,80 Years,,
NCT06160284,RECRUITING,PHASE1,,,INTERVENTIONAL,,12.0,2025-05-28,2027-01,2027-01,,21 Years,55 Years,NA,NONE
NCT03175484,COMPLETED,,,,OBSERVATIONAL,,84.0,2017-06-01,2017-12-22,2017-12-22,,18 Years,,,
NCT05334784,ENROLLING_BY_INVITATION,NA,,,INTERVENTIONAL,,556.0,2022-12-20,2026-12-31,2025-12-31,,18 Years,90 Years,NA,NONE
NCT01996384,COMPLETED,PHASE1,,,INTERVENTIONAL,,19.0,2013-11,2016-03,2016-03,,18 Years,45 Years,RANDOMIZED,DOUBLE
NCT06052384,RECRUITING,NA,,,INTERVENTIONAL,,664.0,2023-12-07,2027-04,2027-04,,18 Years,,RANDOMIZED,NONE
NCT01988584,COMPLETED,PHASE2,,,INTERVENTIONAL,,20.0,2013-11,2018-02-21,2018-02-21,,2 Years,10 Years,RANDOMIZED,TRIPLE
NCT03948984,ENROLLING_BY_INVITATION,NA,,,INTERVENTIONAL,,300.0,2022-05-31,2025-12,2025-12,,18 Years,,NA,NONE
NCT06802484,COMPLETED,NA,,,INTERVENTIONAL,,75.0,2024-05-01,2024-12-31,2024-08-01,,40 Years,60 Years,RANDOMIZED,SINGLE
NCT02570984,ACTIVE_NOT_RECRUITING,PHASE2,,,INTERVENTIONAL,,200.0,2018-11-27,2028-03-31,2028-01-31,,24 Months,47 Months,RANDOMIZED,QUADRUPLE
NCT06065384,RECRUITING,NA,,,INTERVENTIONAL,,44.0,2024-10-09,2027-08-28,2027-03-28,,16 Years,90 Years,RANDOMIZED,SINGLE
NCT03071484,UNKNOWN,NA,,,INTERVENTIONAL,,70.0,2020-08,2021-08,2020-10,,17 Years,60 Years,RANDOMIZED,DOUBLE
NCT04214184,RECRUITING,NA,,,INTERVENTIONAL,,46.0,2019-12-02,2025-12-31,2025-10-30,,18 Years,35 Years,NA,NONE
NCT04571684,COMPLETED,NA,,,INTERVENTIONAL,,1639.0,2020-10-05,2024-04-01,2024-03-01,,,,RANDOMIZED,NONE
NCT05529784,UNKNOWN,,,,OBSERVATIONAL,,600.0,2021-10-06,2023-10-01,2022-10-01,,18 Years,,,
NCT05963984,ACTIVE_NOT_RECRUITING,PHASE2,,,INTERVENTIONAL,,60.0,2023-12-14,2025-12-31,2025-06-30,,18 Years,,RANDOMIZED,NONE
NCT00775684,COMPLETED,NA,,,INTERVENTIONAL,,47.0,2008-10,2012-11,2012-11,,18 Years,70 Years,RANDOMIZED,NONE
NCT02088684,COMPLETED,PHASE1,,,INTERVENTIONAL,,70.0,2014-05-19,2018-04-17,2018-04-17,,18 Years,,NON_RANDOMIZED,NONE
NCT07033884,NOT_YET_RECRUITING,PHASE1|PHASE2,,,INTERVENTIONAL,,100.0,2026-03-02,2030-09-30,2029-05-31,,18 Years,,RANDOMIZED,NONE
NCT03425084,COMPLETED,PHASE1,,,INTERVENTIONAL,,86.0,2018-06-01,2020-02-07,2020-02-07,,18 Years,90 Years,NA,NONE
NCT02372084,COMPLETED,PHASE1,,,INTERVENTIONAL,,33.0,2015-04-21,2016-05-19,2016-05-19,,18 Years,75 Years,NA,NONE
NCT02321384,TERMINATED,PHASE1,,,INTERVENTIONAL,,100.0,2014-12-15,2015-11-26,2015-11-26,,18 Years,60 Years,RANDOMIZED,DOUBLE
NCT05973084,RECRUITING,,,,OBSERVATIONAL,,1500.0,2023-01-17,2028-03,2028-03,,5 Years,75 Years,,
NCT02665884,UNKNOWN,,,,OBSERVATIONAL,,40.0,2016-02,2017-02,2017-02,,30 Years,80 Years,,
NCT04289584,WITHDRAWN,NA,,,INTERVENTIONAL,,,2020-03-02,2020-06-10,2020-05-30,,18 Years,30 Years,RANDOMIZED,SINGLE
NCT00100984,TERMINATED,PHASE4,,,INTERVENTIONAL,,8.0,2004-07-21,2005-07-16,2005-07-16,,18 Years,,RANDOMIZED,
NCT00120484,COMPLETED,NA,,,INTERVENTIONAL,,10.0,2005-04,2008-01,2007-12,,18 Years,30 Years,RANDOMIZED,TRIPLE
NCT03027284,COMPLETED,PHASE1,,,INTERVENTIONAL,,19.0,2017-02-03,2020-03-17,2019-06-20,,20 Years,,NON_RANDOMIZED,NONE
NCT02811484,WITHDRAWN,PHASE4,,,INTERVENTIONAL,,,2016-06,2018-12,2018-06,,18 Years,75 Years,RANDOMIZED,DOUBLE
NCT04346784,UNKNOWN,NA,,,INTERVENTIONAL,,110.0,2019-12-18,2021-01-10,2021-01-10,,16 Years,21 Years,RANDOMIZED,TRIPLE
NCT03752684,COMPLETED,NA,,,INTERVENTIONAL,,26.0,2018-04-02,2025-05-22,2023-04-27,,19 Years,65 Years,NA,NONE
NCT05349084,COMPLETED,NA,,,INTERVENTIONAL,,21.0,2019-06-06,2023-07-18,2023-07-18,,18 Years,90 Years,NA,NONE
NCT05362084,COMPLETED,NA,,,INTERVENTIONAL,,32.0,2021-09-03,2022-04-30,2022-04-30,,20 Years,79 Years,RANDOMIZED,DOUBLE
NCT06824584,ACTIVE_NOT_RECRUITING,,,,OBSERVATIONAL,,45.0,2024-03-19,2026-03,2025-07,,18 Years,,,
NCT05287984,UNKNOWN,PHASE2,,,INTERVENTIONAL,,63.0,2022-03-22,2024-11-29,2024-06-28,,18 Years,,NON_RANDOMIZED,NONE
NCT00422084,COMPLETED,PHASE3,,,INTERVENTIONAL,,1272.0,2007-01,2008-05,2008-04,,3 Years,60 Years,RANDOMIZED,TRIPLE
NCT06416384,ACTIVE_NOT_RECRUITING,NA,,,INTERVENTIONAL,,48.0,2024-01-09,2024-11-07,2024-02-07,,18 Years,100 Years,RANDOMIZED,SINGLE
NCT05506384,COMPLETED,NA,,,INTERVENTIONAL,,160.0,2021-05-01,2023-12-31,2023-12-31,,12 Years,18 Years,RANDOMIZED,SINGLE
NCT02613884,COMPLETED,PHASE2,,,INTERVENTIONAL,,26.0,2016-11,2019-11-25,2019-11-25,,36 Months,18 Years,NA,NONE
NCT02446184,TERMINATED,NA,,,INTERVENTIONAL,,8.0,2014-12-04,2016-08-23,2016-08,,16 Weeks,26 Weeks,NON_RANDOMIZED,NONE
NCT00778284,COMPLETED,NA,,,INTERVENTIONAL,,40.0,2002-10,2002-12,2002-10,,18 Years,55 Years,RANDOMIZED,NONE
NCT04857684,RECRUITING,EARLY_PHASE1,,,INTERVENTIONAL,,20.0,2021-06-18,2025-12-31,2024-12-31,,18 Years,,NA,NONE
NCT00202384,TERMINATED,,,,OBSERVATIONAL,,600.0,2004-11,2011-01,2011-01,,18 Years,55 Years,,
NCT02333084,UNKNOWN,PHASE2|PHASE3,,,INTERVENTIONAL,,120.0,2014-07,,2017-07,,18 Years,90 Years,RANDOMIZED,QUADRUPLE
NCT03410784,UNKNOWN,PHASE2,,,INTERVENTIONAL,,72.0,2018-04-01,2024-12,2024-08,,18 Years,,NA,NONE
NCT02292784,COMPLETED,PHASE3,,,INTERVENTIONAL,,98.0,2015-06-01,2019-09-02,2019-09-02,,10 Weeks,20 Weeks,RANDOMIZED,QUADRUPLE
NCT06876584,COMPLETED,,,,OBSERVATIONAL,,1474.0,2024-06-01,2025-02-28,2024-12-31,,,,,
NCT02946684,COMPLETED,PHASE2|PHASE3,,,INTERVENTIONAL,,129.0,2017-02-01,2018-10-30,2018-10-30,,18 Years,40 Years,RANDOMIZED,QUADRUPLE
NCT03811184,UNKNOWN,,,,OBSERVATIONAL,,400.0,2019-01-17,2020-06,2020-03,,40 Years,,,
NCT06282484,COMPLETED,,,,OBSERVATIONAL,,1260.0,2022-09-01,2023-09-29,2023-06-01,,18 Years,75 Years,,
NCT02668484,COMPLETED,NA,,,INTERVENTIONAL,,116.0,2016-01,2019-05-31,2017-05,,18 Years,,RANDOMIZED,SINGLE
NCT03830684,UNKNOWN,PHASE2,,,INTERVENTIONAL,,180.0,2019-02-01,2019-10-31,2019-05-31,,18 Years,65 Years,RANDOMIZED,QUADRUPLE
NCT00732784,COMPLETED,PHASE1,,,INTERVENTIONAL,,11.0,2008-11,2012-12,2012-11,,18 Years,,RANDOMIZED,NONE
NCT03482284,COMPLETED,NA,,,INTERVENTIONAL,,12.0,2016-05-20,2018-08-01,2017-09-09,,18 Years,75 Years,NON_RANDOMIZED,NONE
NCT01905384,COMPLETED,NA,,,INTERVENTIONAL,,6.0,2017-11-08,2020-12-01,2020-12-01,,18 Years,99 Years,RANDOMIZED,NONE
NCT04956484,COMPLETED,PHASE4,,,INTERVENTIONAL,,16.0,2021-09-01,2022-04-08,2022-04-08,,18 Years,75 Years,NA,NONE
NCT00594984,COMPLETED,PHASE1|PHASE2,,,INTERVENTIONAL,,38.0,2008-05,2012-12,2012-12,,18 Years,,RANDOMIZED,DOUBLE
NCT00237484,COMPLETED,PHASE3,,,INTERVENTIONAL,,89.0,2005-07-18,2011-06-30,2011-06-30,,18 Years,65 Years,RANDOMIZED,NONE
NCT03570684,UNKNOWN,NA,,,INTERVENTIONAL,,40.0,2018-01-05,2019-03-02,2018-08-30,,18 Years,80 Years,NON_RANDOMIZED,TRIPLE
NCT06522984,RECRUITING,NA,,,INTERVENTIONAL,,45.0,2024-06-01,2025-06-10,2025-06-01,,18 Years,40 Years,RANDOMIZED,NONE
NCT02420184,COMPLETED,NA,,,INTERVENTIONAL,,57.0,2015-06,2021-12,2021-12,,18 Years,76 Years,RANDOMIZED,NONE
NCT00912184,COMPLETED,PHASE1|PHASE2,,,INTERVENTIONAL,,76.0,2009-05,2012-01,2011-12,,18 Years,,RANDOMIZED,QUADRUPLE
NCT01267084,COMPLETED,PHASE1|PHASE2,,,INTERVENTIONAL,,12.0,2011-02,2012-11,2012-11,,18 Years,,RANDOMIZED,NONE
NCT06781684,ACTIVE_NOT_RECRUITING,NA,,,INTERVENTIONAL,,40.0,2024-01-01,2025-07-01,2025-03-01,,4 Years,15 Years,RANDOMIZED,NONE
NCT04934384,COMPLETED,,,,OBSERVATIONAL,,199.0,2021-06-25,2021-07-26,2021-07-15,,18 Years,,,
NCT03401684,UNKNOWN,NA,,,INTERVENTIONAL,,600.0,2018-01-25,2021-12-31,2021-06-30,,18 Years,,NA,NONE
NCT06387784,ENROLLING_BY_INVITATION,NA,,,INTERVENTIONAL,,96.0,2024-09-01,2025-06,2024-12,,18 Years,40 Years,RANDOMIZED,SINGLE
NCT05975684,RECRUITING,PHASE3,,,INTERVENTIONAL,,50.0,2023-01-31,2024-07,2024-07,,4 Years,18 Years,RANDOMIZED,TRIPLE
NCT06062784,COMPLETED,,,,OBSERVATIONAL,,64.0,2019-01-01,2021-12-31,2021-12-31,,65 Years,,,
NCT01854684,COMPLETED,PHASE1,,,INTERVENTIONAL,,8.0,2014-02-21,2018-09-04,2018-09-04,,18 Years,,NA,NONE
NCT01491984,COMPLETED,PHASE4,,,INTERVENTIONAL,,105.0,2009-07,2010-07,2010-07,,16 Years,75 Years,RANDOMIZED,SINGLE
NCT00563784,COMPLETED,PHASE2,,,INTERVENTIONAL,,68.0,2007-11,2018-05-30,2018-05-30,,18 Years,,NA,NONE
NCT04137484,COMPLETED,,,,OBSERVATIONAL,,723.0,2014-07-01,2016-08-01,2014-08-01,,18 Years,,,
NCT06638684,COMPLETED,NA,,,INTERVENTIONAL,,16.0,2015-02-20,2016-05-12,2016-05-12,,18 Years,35 Years,RANDOMIZED,NONE
NCT01738984,COMPLETED,PHASE3,,,INTERVENTIONAL,,499.0,2012-12,2014-12,2014-12,,18 Years,45 Years,RANDOMIZED,DOUBLE
NCT03007784,UNKNOWN,PHASE3,,,INTERVENTIONAL,,300.0,2017-01,,2021-01,,18 Years,80 Years,RANDOMIZED,QUADRUPLE
NCT05120284,RECRUITING,PHASE2,,,INTERVENTIONAL,,40.0,2022-07-01,2026-08-31,2026-07-01,,18 Years,80 Years,NON_RANDOMIZED,NONE
NCT00856284,COMPLETED,PHASE3,,,INTERVENTIONAL,,2639.0,2009-03,2012-10,2012-10,,18 Years,80 Years,RANDOMIZED,DOUBLE
NCT03198884,COMPLETED,,,,OBSERVATIONAL,,20.0,2017-01-01,2018-05-01,2018-04-18,,18 Years,,,
NCT04046484,COMPLETED,PHASE2,,,INTERVENTIONAL,,40.0,2018-01-19,2019-06-30,2019-04-12,,18 Years,70 Years,RANDOMIZED,QUADRUPLE
NCT07022184,RECRUITING,NA,,,INTERVENTIONAL,,216.0,2025-06-17,2027-02,2026-11,,18 Years,,RANDOMIZED,NONE
NCT05839184,COMPLETED,NA,,,INTERVENTIONAL,,38.0,2023-04-20,2023-05-13,2023-05-10,,1 Day,28 Days,RANDOMIZED,QUADRUPLE
NCT02902484,TERMINATED,PHASE1|PHASE2,,,INTERVENTIONAL,,14.0,2017-09-07,2021-10-26,2021-10-26,,18 Years,,NA,NONE
NCT06487884,RECRUITING,NA,,,INTERVENTIONAL,,80.0,2024-04-30,2024-12,2024-07,,18 Years,,RANDOMIZED,NONE
NCT05215184,COMPLETED,,,,OBSERVATIONAL,,278.0,2021-09-15,2022-08-30,2022-08-30,,18 Years,85 Years,,
NCT02884284,RECRUITING,,,,OBSERVATIONAL,,10000.0,2015-02,2025-12,2025-01,,18 Years,,,
NCT03665584,COMPLETED,NA,,,INTERVENTIONAL,,40.0,2018-08-28,2020-07-14,2020-04-15,,18 Years,,RANDOMIZED,TRIPLE
NCT04377984,TERMINATED,,,,OBSERVATIONAL,,145.0,2019-09-09,2021-07-01,2021-07-01,,18 Years,,,
NCT03662984,COMPLETED,PHASE3,,,INTERVENTIONAL,,11.0,2018-11-01,2020-11-13,2020-11-06,,40 Years,70 Years,RANDOMIZED,DOUBLE
NCT04441684,COMPLETED,NA,,,INTERVENTIONAL,,1466.0,2020-04-17,2021-07-16,2020-05-07,,18 Years,,NON_RANDOMIZED,NONE
NCT05710484,COMPLETED,,,,OBSERVATIONAL,,34.0,2023-03-15,2023-08-15,2023-07-15,,18 Years,65 Years,,
NCT02739984,COMPLETED,PHASE3,,,INTERVENTIONAL,,424.0,2016-05-17,2017-08-03,2017-08-03,,18 Years,,RANDOMIZED,TRIPLE
NCT05511584,RECRUITING,NA,,,INTERVENTIONAL,,17.0,2023-02-01,2024-10-31,2024-03-31,,18 Years,99 Years,NA,NONE
NCT01910584,UNKNOWN,,,,OBSERVATIONAL,,100.0,2012-11,2015-11,2015-11,,25 Years,50 Years,,
NCT06669884,RECRUITING,,,,OBSERVATIONAL,,8000.0,2021-10-28,2024-10-31,2024-09-30,,18 Years,,,
NCT02533284,UNKNOWN,NA,,,INTERVENTIONAL,,90.0,2016-01,2017-10,2017-10,,16 Years,50 Years,RANDOMIZED,SINGLE
NCT03387384,UNKNOWN,,,,OBSERVATIONAL,,5000.0,2018-06-30,2019-07-30,2019-06-30,,18 Years,,,
NCT04367584,COMPLETED,,,,OBSERVATIONAL,,120.0,2018-10-01,2018-12-30,2018-11-30,,15 Years,49 Years,,
NCT02429284,COMPLETED,,,,OBSERVATIONAL,,754.0,2015-04,2019-11,2019-05,,,,,
NCT02723084,COMPLETED,PHASE3,,,INTERVENTIONAL,,136.0,2016-04-08,2017-03-24,2017-01-19,,18 Years,,RANDOMIZED,NONE
NCT04853784,UNKNOWN,,,,OBSERVATIONAL,,650.0,2021-05-01,2023-05-30,2023-05-01,,18 Years,80 Years,,
NCT04159584,COMPLETED,NA,,,INTERVENTIONAL,,10.0,2019-04-15,2019-09-11,2019-09-11,,50 Years,80 Years,NA,NONE
NCT03460184,COMPLETED,,,,OBSERVATIONAL,,60.0,2018-02-18,2018-06-10,2018-06-05,,20 Years,50 Years,,
NCT05228184,TERMINATED,PHASE4,,,INTERVENTIONAL,,34.0,2022-01-21,2025-03-27,2025-03-27,,1 Day,9 Months,RANDOMIZED,NONE
NCT00354484,COMPLETED,PHASE3,,,INTERVENTIONAL,,291.0,2006-05,2007-01,2006-12,,,,RANDOMIZED,NONE
NCT05105984,UNKNOWN,,,,OBSERVATIONAL,,75.0,2021-07-06,2023-08,2023-08,,18 Years,,,
NCT04311684,UNKNOWN,,,,OBSERVATIONAL,,125.0,2020-04-06,2023-12,2022-12,,18 Years,65 Years,,
NCT04892784,COMPLETED,NA,,,INTERVENTIONAL,,24.0,2020-12-15,2021-01-07,2020-12-28,,18 Years,25 Years,RANDOMIZED,SINGLE
NCT01458184,COMPLETED,NA,,,INTERVENTIONAL,,264.0,2008-09,2013-04,2013-04,,18 Years,,RANDOMIZED,NONE
NCT05654584,UNKNOWN,,,,OBSERVATIONAL,,50.0,2022-12-15,2024-02-15,2023-12-15,,18 Years,,,
NCT02940184,UNKNOWN,NA,,,INTERVENTIONAL,,24.0,2016-06,2018-10,2018-10,,18 Years,,RANDOMIZED,NONE
NCT00828984,COMPLETED,PHASE2,,,INTERVENTIONAL,,87.0,2009-10,2014-10,2014-10,,18 Years,,RANDOMIZED,DOUBLE
NCT04699084,COMPLETED,NA,,,INTERVENTIONAL,,50.0,2018-02-20,2020-01-15,2020-01-15,,18 Years,,NON_RANDOMIZED,NONE
NCT00349284,COMPLETED,PHASE3,,,INTERVENTIONAL,,181.0,2005-01,,,,18 Years,70 Years,RANDOMIZED,DOUBLE
NCT06396884,RECRUITING,,,,OBSERVATIONAL,,146.0,2024-05-14,2025-12-31,2025-11-01,,65 Years,99 Years,,
NCT05274984,UNKNOWN,PHASE1,,,INTERVENTIONAL,,100.0,2022-01-03,2022-04-03,2022-03-03,,65 Years,85 Years,RANDOMIZED,TRIPLE
NCT03808584,RECRUITING,NA,,,INTERVENTIONAL,,588.0,2019-05-20,2026-12,2026-12,,18 Years,,RANDOMIZED,SINGLE
NCT06681584,ACTIVE_NOT_RECRUITING,,,,OBSERVATIONAL,,340.0,2021-10-01,2025-05-01,2024-05-31,,21 Years,98 Years,,
NCT02932384,COMPLETED,NA,,,INTERVENTIONAL,,105.0,2015-08,2018-04,2018-04,,18 Years,,RANDOMIZED,NONE
NCT02500784,WITHDRAWN,PHASE2,,,INTERVENTIONAL,,,2023-01,2025-07,2025-04,,50 Years,85 Years,RANDOMIZED,QUADRUPLE
NCT00687284,COMPLETED,,,,OBSERVATIONAL,,2188.0,2008-02,2010-06,2010-06,,,,,
NCT06639984,RECRUITING,PHASE2,,,INTERVENTIONAL,,110.0,2025-02-20,2027-09-30,2027-09-30,,12 Years,17 Years,RANDOMIZED,TRIPLE
NCT05700084,RECRUITING,PHASE1,,,INTERVENTIONAL,,84.0,2023-06-09,2025-04-09,2025-03-09,,18 Years,70 Years,RANDOMIZED,NONE
NCT04829084,COMPLETED,NA,,,INTERVENTIONAL,,19.0,2021-02-26,2021-12-30,2021-09-30,,20 Years,,NON_RANDOMIZED,SINGLE
NCT01040884,COMPLETED,PHASE4,,,INTERVENTIONAL,,40.0,2010-06,2012-01,2012-01,,18 Years,,NA,NONE
NCT03698084,ACTIVE_NOT_RECRUITING,,,,OBSERVATIONAL,,2000.0,2017-09-05,2026-11-30,2026-11-30,,,12 Months,,
NCT00327184,COMPLETED,PHASE3,,,INTERVENTIONAL,,709.0,2006-04,2006-11,2006-11,,6 Weeks,12 Weeks,RANDOMIZED,NONE
NCT03090984,COMPLETED,NA,,,INTERVENTIONAL,,10.0,2017-05-08,2017-07-24,2017-07-24,,18 Years,,RANDOMIZED,NONE
NCT03366584,UNKNOWN,PHASE4,,,INTERVENTIONAL,,120.0,2017-01,2019-06,2018-12,,17 Years,45 Years,RANDOMIZED,SINGLE
NCT03972384,COMPLETED,NA,,,INTERVENTIONAL,,19.0,2022-01-21,2023-03-01,2023-03-01,,55 Years,89 Years,RANDOMIZED,SINGLE
NCT03857984,COMPLETED,NA,,,INTERVENTIONAL,,30.0,2018-05-01,2022-02-01,2022-01-01,,18 Years,75 Years,NA,NONE
NCT06231784,COMPLETED,NA,,,INTERVENTIONAL,,25.0,2016-06-09,2023-12,2023-12,,40 Years,81 Years,NA,NONE
NCT03583684,RECRUITING,NA,,,INTERVENTIONAL,,36.0,2018-12-07,2026-11-30,2026-11-30,,2 Years,4 Years,RANDOMIZED,SINGLE
NCT00676884,COMPLETED,PHASE2,,,INTERVENTIONAL,,25.0,2006-02,2006-08,2006-07,,18 Years,,RANDOMIZED,QUADRUPLE
NCT02889484,COMPLETED,,,,OBSERVATIONAL,,7500.0,2011-01,2015-06,2013-12,,18 Years,65 Years,,
NCT03354884,COMPLETED,PHASE2,,,INTERVENTIONAL,,23.0,2018-01-12,2020-11-19,2020-11-19,,18 Years,85 Years,NA,NONE
NCT02958384,UNKNOWN,PHASE1|PHASE2,,,INTERVENTIONAL,,45.0,2016-10,2020-10,2019-10,,14 Years,75 Years,NA,NONE
NCT01259284,TERMINATED,PHASE2|PHASE3,,,INTERVENTIONAL,,2.0,2011-01,2011-09,2011-09,,18 Years,,RANDOMIZED,TRIPLE
NCT00722384,COMPLETED,PHASE1,,,INTERVENTIONAL,,15.0,2004-08,2007-12,2007-08,,55 Years,,NON_RANDOMIZED,NONE
NCT06509984,RECRUITING,PHASE2,,,INTERVENTIONAL,,20.0,2024-08-06,2026-04-01,2025-10-01,,6 Years,99 Years,NA,NONE
NCT02206984,COMPLETED,PHASE2,,,INTERVENTIONAL,,201.0,2015-09-30,2024-07-19,2024-07-19,,,,RANDOMIZED,NONE
NCT03417284,COMPLETED,PHASE1|PHASE2,,,INTERVENTIONAL,,62.0,2019-10-09,2024-07-18,2024-07-18,,18 Years,70 Years,RANDOMIZED,NONE
NCT04660084,TERMINATED,NA,,,INTERVENTIONAL,,374.0,2020-09-25,2022-06-21,2022-06-21,,18 Years,,RANDOMIZED,SINGLE
NCT02542384,COMPLETED,PHASE2|PHASE3,,,INTERVENTIONAL,,451.0,2015-09,2018-06,2018-04,,21 Years,,RANDOMIZED,DOUBLE
NCT05012384,RECRUITING,NA,,,INTERVENTIONAL,,100.0,2021-07-01,2025-08-01,2024-08-01,,30 Years,60 Years,RANDOMIZED,NONE
NCT06940284,RECRUITING,,,,OBSERVATIONAL,,60.0,2025-05-01,2026-01-30,2026-01-30,,65 Years,,,
NCT06090084,NOT_YET_RECRUITING,,,,OBSERVATIONAL,,140.0,2023-10,2024-09,2024-09,,18 Years,65 Years,,
NCT03629184,COMPLETED,PHASE3,,,INTERVENTIONAL,,173.0,2018-11-20,2019-04-03,2019-04-03,,1 Year,11 Years,RANDOMIZED,DOUBLE
NCT02951884,TERMINATED,PHASE4,,,INTERVENTIONAL,,2.0,2016-06-15,2018-05-03,2018-05-03,,18 Years,,RANDOMIZED,SINGLE
NCT00844584,UNKNOWN,NA,,,INTERVENTIONAL,,20.0,2008-10,2011-06,2010-12,,18 Years,70 Years,NON_RANDOMIZED,NONE
NCT03219684,UNKNOWN,,,,OBSERVATIONAL,,50.0,2018-04-01,2019-08-01,2019-04-01,,1 Year,18 Years,,
NCT00501384,COMPLETED,PHASE2,,,INTERVENTIONAL,,151.0,2004-04,2005-05,2005-05,,18 Years,,RANDOMIZED,DOUBLE
NCT06457984,NOT_YET_RECRUITING,NA,,,INTERVENTIONAL,,300.0,2024-06-15,2025-05-07,2024-06-15,,18 Years,75 Years,RANDOMIZED,DOUBLE
NCT04208984,NOT_YET_RECRUITING,,,,OBSERVATIONAL,,45.0,2026-01-31,2027-01-31,2027-01-31,,4 Years,11 Years,,
NCT04657484,COMPLETED,NA,,,INTERVENTIONAL,,130.0,2020-12-01,2021-09-01,2021-09-01,,18 Years,,RANDOMIZED,NONE
NCT04315584,UNKNOWN,EARLY_PHASE1,,,INTERVENTIONAL,,5.0,2020-03-15,2024-06-20,2023-12-20,,18 Years,,NA,NONE
NCT02594384,COMPLETED,PHASE1,,,INTERVENTIONAL,,62.0,2015-10,2023-03-30,2020-03-09,,18 Years,,NON_RANDOMIZED,NONE
NCT03542084,COMPLETED,NA,,,INTERVENTIONAL,,305.0,2018-09-04,2020-08-30,2020-05-30,,18 Years,,RANDOMIZED,NONE
NCT00444184,COMPLETED,PHASE4,,,INTERVENTIONAL,,32.0,2007-03,2008-01,2008-01,,29 Years,81 Years,RANDOMIZED,SINGLE
NCT06981884,ACTIVE_NOT_RECRUITING,NA,,,INTERVENTIONAL,,40.0,2024-05-15,2025-06-05,2025-05-20,,18 Years,65 Years,RANDOMIZED,DOUBLE
NCT01958684,COMPLETED,,,,OBSERVATIONAL,,512.0,2013-10,2014-10,2014-10,,18 Years,,,
NCT00684684,COMPLETED,PHASE1,,,INTERVENTIONAL,,18.0,2008-05,2008-11,2008-11,,18 Years,,NA,NONE
NCT01930084,COMPLETED,NA,,,INTERVENTIONAL,,2004.0,2013-04,2016-07,2016-07,,18 Years,,RANDOMIZED,NONE
NCT04145284,COMPLETED,,,,OBSERVATIONAL,,6.0,2019-04-30,2020-04-30,2020-04-30,,,,,
NCT06129084,RECRUITING,,,,OBSERVATIONAL,,260.0,2021-01-11,2025-05-01,2025-03-01,,18 Years,,,
NCT03185884,COMPLETED,NA,,,INTERVENTIONAL,,20.0,2017-07-03,2017-08-12,2017-08-12,,9 Years,13 Years,RANDOMIZED,QUADRUPLE
NCT01516684,COMPLETED,PHASE2,,,INTERVENTIONAL,,33.0,2012-05-14,2018-06-26,2018-06-26,,,22 Years,RANDOMIZED,DOUBLE
NCT01467284,COMPLETED,PHASE2|PHASE3,,,INTERVENTIONAL,,844.0,2009-07,2014-06,2014-06,,,,RANDOMIZED,SINGLE
NCT05333484,COMPLETED,NA,,,INTERVENTIONAL,,45.0,2013-03-01,2013-12-31,2013-12-31,,45 Years,64 Years,NON_RANDOMIZED,NONE
NCT01945684,COMPLETED,PHASE3,,,INTERVENTIONAL,,197.0,2013-09,2014-07,2014-05,,18 Years,,RANDOMIZED,TRIPLE
NCT02235584,COMPLETED,NA,,,INTERVENTIONAL,,19.0,2009-07,,2014-06,,20 Years,45 Years,NA,NONE
NCT01833884,COMPLETED,NA,,,INTERVENTIONAL,,50.0,2010-04,2016-06,2016-05,,18 Years,,NA,NONE
NCT00730184,COMPLETED,NA,,,INTERVENTIONAL,,23.0,2007-02,2007-12,2007-11,,50 Years,,RANDOMIZED,QUADRUPLE
NCT05216484,UNKNOWN,PHASE3,,,INTERVENTIONAL,,480.0,2022-02-18,2022-12-30,2022-10-30,,18 Years,,NON_RANDOMIZED,NONE
NCT02100384,COMPLETED,NA,,,INTERVENTIONAL,,64.0,2014-04,2016-06,2016-06,,,,RANDOMIZED,NONE
NCT04771884,RECRUITING,,,,OBSERVATIONAL,,300.0,2020-10-01,2026-03-20,2026-01-20,,2 Months,18 Years,,
